;;;;;;;;;;;;;;;;;;;;;;;;;;;ZSCM015;ZSCM015;ZSCM015;ZSCM104;ZSCM104;ZSCM104;;0;Customer FCST;Customer FCST;Customer FCST;;;;;;;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;;;;;;;;;;
316L;1.4404;0.6;;-0.05;0;N16235;0;2;1250;Slit;SKP;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.6;;-0.05;0;N15174;;;31.4;Slit;SKP;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;0;1939;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.6;;-0.05;0;N17422;;;543;Slit;SKP;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;5022;0;0;0;4478;5000;5000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.6;;-0.06;0;N17227;0;0.15;49.6;Slit;SKP;Y;Schoeller Werk;Schoeller Werk;;;;0;0;0;0;0;0;0;10000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
316L;1.4404;0.6;;-0.055;0;N17322;;;385;Slit;SKP;Y;Tranter International AB;Tranter International AB;;;;4102;6021;3979;1806;1551;0;3000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Sophia
316L;1.4404;0.6;;-0.044;0;N2676;-0.2;0.8;750;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.6;;-0.044;0;N2677;-0.2;0.8;550;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.6;;-0.05;0;N3406;-1.5;0;1000;Slit;SKP;N;0;PG Germany GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;;;Sophie;Margarita
316L;1.4404;0.6;;-0.044;0;N4217;-0.2;0.8;1000;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.6;;-0.05;0;N6391;0;0.15;24;Slit;SKP;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;0;3497;1628;0;5000;5000;5000;0;0;0;;;;#REF!;0;;;;;0;;;18;;0;0;0;0;0;0;0;18;0;0;;X;;;;;Sophie;Judith
;;;;;;;;;;;;;0;;;;;9124;6021;3979;7242;7657;5000;13000;15000;5000;0;0;0;;;;#REF!;0;;;;;0;0;0;18;0;0;0;0;0;0;0;0;18;0;0;0;;;;;;;
316L;1.4404;0.6;N14417                                (-0.03/+0.03);-0.03;0.03;N12316;-0.3;0.3;278;Slit;SKP;N;0;ESG EDELSTAHL SCHNEIDSERVICE GMBH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Dejan;Margarita
316L;1.4404;0.6;;-0.035;0.035;N14417;0;0.6;308;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;18;18;0;0;-36;35.8;0.2;X;;;;;Dejan;Judith
316L;1.4404;0.6;;-0.035;0.035;N16877;0;0.6;308;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;4315;0;4890;0;4691;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.6;;-0.035;0.035;N6178;0;0.6;376;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;8239;7844;0;6353;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.6;;-0.035;0.035;N6453;0;0.6;500;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;2365;7160;0;7751;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;18;;;0;0;0;0;0;0;0;0;36;0;;X;;;;;Dejan;Judith
316L;1.4404;0.6;;-0.035;0.035;N7113;0;0.6;752;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;3990;0;12365;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.6;;-0.035;0.035;N7491;0;0.6;277;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;4283;0;0;1963;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.6;;-0.035;0.035;N7556;0;0.6;384;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;3141;0;0;2770;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.6;;-0.035;0.035;N7656;0;0.6;394;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
;;;;;;;;;;;;;0;;;;;22343;18994;4890;31202;4691;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;0;18;0;0;0;0;0;0;18;18;0;0;0;35.8;0.2;;;;;;;
316L;1.4404;0.6;N15497;-0.05;0.02;N13690;-0.127;0.127;122;Slit;SKP/TL;N;0;Stainless International Ltd.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Livio
316L;1.4404;0.6;;-0.05;0.02;N13692;-0.127;0.127;225;Slit;SKP/TL;N;0;Stainless International Ltd.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;James;Livio
316L;1.4404;0.6;;-0.04;0.02;N15496;;;28.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;1680;2098;0;1442;1200;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.6;;-0.04;0.02;N15498;;;49.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;7295;10052;6852;9868;5647;3300;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.6;;-0.04;0.02;N15701;;;46.1;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;3117;2000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.6;;-0.04;0.02;N15383 TBA;;;1270;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.6;;-0.04;0.02;N15497;-0.08;0.08;36.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;2138;0;0;1200;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.6;;-0.04;0.02;N15856;-0.08;0.08;46.4;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
;;;;;;;;;;;;;0;;;;;7295;11732;11088;9868;10206;7700;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.6;N6463 (50%);-0.03;0.03;N10022;-0.25;0.25;142;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.6;;-0.03;0.03;N16353;-0.25;0.25;315;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;;;;0;0;0;0;0;1500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
316L;1.4404;0.6;;-0.04;0.04;N16746;0;0.7;282;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
316L;1.4404;0.6;;-0.025;0.025;N6463;0;0.5;1250;Slit;SKP/TL;N;0;Insu-W-Rapid BV;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Dejan;Livio
316L;1.4404;0.6;;-0.03;0.03;N8891;-0.25;0.25;233;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;;;;0;0;0;0;0;4000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;5500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.6;N10293;-0.022;0.018;N10293;-0.3;0.3;210;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;;2R;;8636;3498;4835;3149;7489;16600;4400;8800;8800;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;18;36;0;18;-54;56.47;15.53;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;0.6;;-0.03;0.03;N10528;-0.3;0.3;388;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;2106;0;2300;0;2500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N12316;-0.3;0.3;278;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;2615;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N12965;-0.3;0.3;383;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;1320;2536;2836;0;0;2500;2500;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.022;0.018;N13849;-0.2;0.2;125;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;;2R;;1652;9179;4195;12089;10474;7000;8400;8400;8400;4200;0;0;;;;#REF!;0;8400;8400;6300;18409;0;;36;;;0;0;0;0;0;0;0;0;36;0;;x;;x;;EU/ no ACX;James;Pano
316L;1.4404;0.6;;-0.035;0.035;N16404;-0.5;0.5;1158;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N4222;-0.5;0.5;872;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N5980;-0.3;0.3;386;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;10791;0;0;2888;0;3500;2500;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N17671;;;744;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;13186;10030;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;18;;0;0;0;0;0;0;0;0;18;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N7723;-0.5;0.5;660;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N7723;-0.5;0.5;660;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;2913;3098;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N8925;-0.3;0.3;502;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.6;;-0.03;0.03;N9558;-0.3;0.3;308;Slit;TL;Y;DANFOSS SRL;Danfoss SRL;;;;0;5264;0;3665;2594;2500;2500;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
;;;;;;;;;;;;;0;;;;;14521;39087;11866;34389;33475;31100;21300;19700;17200;4200;0;0;;;;#REF!;0;8400;8400;6300;18409;18;0;36;18;0;0;0;0;0;18;36;0;18;0;56.47;15.53;;;;;;;
316L;1.4404;0.678;N7502B;-0.028;0.028;N7147B;-0.3;0.3;375;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;8455;2808;3680;9614;0;7500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;18;;;0;0;0;0;0;0;0;0;18;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.678;;-0.028;0.028;N7280A;-0.3;0.3;250;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;0;0;2305;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.678;;-0.028;0.028;N7502B;-0.5;0.5;625;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;18;0;0;-18;18.24;-0.24;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.678;;-0.028;0.028;N7724B;-0.3;0.3;500;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;3578;0;3764;0;0;10500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
316L;1.4404;0.678;;-0.028;0.028;N8214A;-0.5;0.5;588.5;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
;;;;;;;;;;;;;0;;;;;12033;2808;7444;11919;0;18000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;18;0;0;0;0;0;0;0;18;0;0;0;18.24;-0.24;;;;;;;
316L;1.4404;0.7;N4210;-0.05;0.05;N10518;0;0.7;455;Slit;SKP;Y;0;VAHTERUS OY;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;;;Sophie;Erika
316L;1.4404;0.7;;-0.035;0.035;N14731;0;0.6;812;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;0;0;0;0;0;1500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.7;;-0.035;0.035;N15831;0;0.6;402;Slit;SKP;N;WITZENMANN GMBH;WITZENMANN GMBH;;2R;;2844;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.7;;-0.035;0.035;N16442 CZ;0;0.3;135;Slit;SKP;N;0;Witzenmann Opava, spol. s r.o.;;2R;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Florian;Lucie
316L;1.4404;0.7;;-0.035;0.035;N4210;0;0.6;376;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;9155;0;3706;3814;0;0;0;4000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.7;;-0.035;0.035;N7120;0;0.6;500;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;4019;3610;3781;0;0;0;0;4000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.7;;-0.035;0.035;N7432;0;0.6;277;Slit;SKP;Y;SPX Flow Technology Poland Sp. z o.;SPX Flow Technology Poland Sp. z o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Dejan;Judith
316L;1.4404;0.7;;-0.05;0.05;N8044;0;0.7;570;Slit;SKP;Y;0;VAHTERUS OY;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;;;Sophie;Erika
316L;1.4404;0.7;;-0.05;0.05;N8278;0;0.7;310;Slit;SKP;Y;0;VAHTERUS OY;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;16018;3610;7487;3814;0;1500;0;8000;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.7;N7885;-0.044;0;N7885;-0.1;0.5;450;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;;;;0;0;0;0;0;5000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
316L;1.4404;0.7;;-0.044;0;N7886;-0.2;0.8;550;Slit;SKP;Y;Kelvion PHE GmbH;Kelvion PHE GmbH;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;5000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.7;N16436;-0.05;0;N16436;-0.6;0;820;Slit;SKP/TL;Y;HEXONIC Sp. z o.o.;HEXONIC Sp. z o.o.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Judith
316L;1.4404;0.7;;-0.07;0;N16653;0;0.2;37.2;Slit;SKP/TL;N;0;Elit Inox d.o.o. Cacak;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Judith
316L;1.4404;0.7;;-0.07;0;N16654;0;0.2;46.6;Slit;SKP/TL;N;Elit Inox d.o.o. Cacak;Elit Inox d.o.o. Cacak;;;;0;1930;3834;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Judith
316L;1.4404;0.7;;-0.07;0;N16702;0;0.2;56;Slit;SKP/TL;N;0;Elit Inox d.o.o. Cacak;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Judith
;;;;;;;;;;;;;0;;;;;0;1930;3834;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.7;N4092;-0.03;0.03;N4092;-40;20;1270;Mill;SKP/TL;N;Norder Band AG;Norder Band AG.;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;X;EU;Sophie;Margarita
316L;1.4404;0.7;N16183;-0.05;0.02;N16183;-0.08;0.08;55.5;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;1933;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.7;;-0.05;0.02;N16184;-0.08;0.08;42.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.7;;-0.05;0.02;N16222;-0.08;0.08;38.8;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;2693;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.7;;-0.05;0.02;N16491;-0.08;0.08;18.4;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.7;;-0.05;0.02;N16532;-0.08;0.08;28.4;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;906;0;0;0;0;1000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.7;;-0.05;0.02;N16630;-0.08;0.08;44;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.7;;-0.05;0.02;N8454;-0.08;0.08;36.4;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;1158;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
316L;1.4404;0.7;;-0.05;0.02;N8455;-0.08;0.08;45.8;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;9000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;X;X;EU;James;Margarita
;;;;;;;;;;;;;0;;;;;6690;0;0;0;0;10000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.7;N16318;-0.04;0.04;N13540;-0.5;0.5;660;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.7;;-0.04;0.04;N16146;-0.5;0.5;872;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.7;;-0.04;0.04;N16308;-0.5;0.5;1158;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.7;;-0.04;0.04;N16318;-0.5;0.5;1250;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
316L;1.4404;0.7;;-0.04;0.04;N16685;-0.5;0.5;665;Slit;TL;Y;Danfoss A/S;Danfoss A/S;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
;;;;;;;;;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
316L;1.4404;0.75;N15518                                      (-0.03/-0.02);-0.05;0.02;N15518;-0.08;0.08;38.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;;;;0;0;0;0;0;0;6000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;18;-18;0;;;X;X;X;EU;James;Margarita
