;;;;;;;;;;;;;;;;;;;;;;;;;;;ZSCM015;ZSCM015;ZSCM015;ZSCM104;ZSCM104;ZSCM104;;0;Customer FCST;Customer FCST;Customer FCST;;;;;;;2025-12;2026-01;2026-02;2026-03;2026-04;2026-05;2026-06;2026-07;;;;;;;;;;
304 / 304L;1.4301;0.3;;-0.03;0;N7920;-0.3;0;110;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;N;;N8506;0;0;3973;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
304 / 304L;1.4301;0.3;;-0.04;0;N8506;-0.3;0;82;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;N;;N7920;0;0;0;0;0;0;2000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
;1.4301;0.3;;;;;;;;;;;0;;;;;0;0;9622;0;0;6000;9500;0;0;0;0;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4307;0.3;N16229;-0.022;0.01;N11230;-0.3;0.3;210;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;;5306;0;6254;27354;14794;0;3300;16500;6600;0;0;0;;;;#REF!;0;16500;13200;8100;17716.5;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
304 / 304L;1.4307;0.3;;-0.022;0.005;N16229;-0.15;0.15;82;Slit;TL;Y;0;Watco Companies LLC;N;2R;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;17716.5;0;;;;;0;0;0;36;0;0;0;0;-36;38.19;-2.19;x;;x;;EU/ no ACX;James;Pano
304 / 304L;1.4307;0.3;;-0.022;0.01;N16580;0;0.1;32;Slit;TL;N;0;Italinox;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;17716.5;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie ;Lucie
304 / 304L;1.4307;0.3;;-0.022;0.005;N6589;-0.15;0.15;82;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;;6862;0;8312;8442;4239;8000;0;8400;8400;4200;0;0;;;;#REF!;0;8400;8400;6200;17716.5;18;;;;;36;0;0;0;0;0;0;0;-18;38.53;-2.53;x;;x;;EU/ no ACX;James;Pano
304 / 304L;1.4307;0.3;;-0.022;0.01;N6653;-0.2;0.2;125;Slit;SKP/TL;N;0;STEEL SERVICE SRL;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;;;;;;Frank;Sergius
304 / 304L;1.4307;0.3;;-0.022;0.01;N6653;-0.2;0.2;125;Slit;TL;Y;SWEP INTERNATIONAL AB;Swep International AB;N;2R;;30085;31037;33421;17278;10008;20000;26000;60000;12000;0;0;0;;;;#REF!;0;48000;36000;24000;32513;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;x;;EU/ no ACX;James;Pano
304 / 304L;1.4307;0.3;;-0.022;0.01;N6653;-0.2;0.2;125;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;N;2R;;7656;10603;1872;0;0;0;0;0;0;0;0;0;;;;#REF!;0;0;0;0;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;x;;x;;EU/ no ACX;James;Pano
304 / 304L;1.4307;0.3;;-0.022;0.01;N6653A;-0.2;0.2;125;Slit;TL;Y;SAMSUNG C&T AMERICA, INC.;Watco Companies LLC;N;2R;;15349;0;0;17673;1437;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;x;;EU/ no ACX;James;Pano
;1.4307;0.3;;;;;;;;;;;0;;;;;65258;41640;49859;70747;30478;28000;29300;84900;27000;4200;0;0;;;;;0;72900;57600;38300;;36;36;0;0;0;36;0;0;36;0;0;0;0;0;76.72;-4.72;;;;;;;
304 / 304L;1.4307;0.3;N14647;-0.02;0.03;N12927;0;0.1;25.4;Slit;TL;N;ITALINOX S.R.O.;ITALINOX S.R.O.;Y;;;0;10166;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie;Lucie
304 / 304L;1.4307;0.3;;-0.02;0.02;N14647;0;0.15;46;Slit;SKP/TL;N;Schoeller Werk;Schoeller Werk;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;X;;Sophie;Judith
;1.4307;0.3;;;;;;;;;;;0;;;;;0;10166;0;0;0;0;0;0;0;0;0;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4301;0.32;N13784;-0.02;0.02;N13784;-0.3;0;37;Slit;SKP/TL;N;Bernecker Rollforming & Tubes GmbH;Bernecker Rollforming & Tubes GmbH;Y;2R;;17990;18099;29720;26663;15689;39072;54000;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;18;0;0;0;0;0;0;0;0;19.28;-1.28;;X;;;;Florian;Adrian
304 / 304L;1.4307;0.35;N7781;-0.022;0.01;N7781;-0.3;0.3;250;Slit;TL;Y;Swep Slovakia S.R.O;Swep Slovakia S.R.O;Y;2R;;0;0;0;0;1456;3000;0;4000;2000;0;0;0;;;;#REF!;0;2000;2000;2000;0;0;;;;;0;0;0;0;0;0;0;0;0;0;0;x;;x;;EU/ no ACX;James;Pano
304 / 304L;1.4301;0.35;N17055;-0.04;0.04;N16430;0;0.6;300;Slit;SKP/TL;N;0;Jenssen Lager Anzhausen;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Patrick;Sergius
304 / 304L;1.4301;0.35;;-0.04;0.04;N16517;-5;5;300;Slit;SKP/TL;N;BAND-UND FEINSTAHL SERVICE RUDOLPH;BAND-UND FEINSTAHL SERVICE RUDOLPH;Y;;;0;4736;0;0;0;12000;0;0;0;0;10000;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;;;;;Patrick;Manfred
304 / 304L;1.4301;0.35;;-0.02;0.02;N17055;0;0.15;122.3;Slit;SKP/TL;N;0;AZ INTEC PRO s.r.o.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie; Lucie
304 / 304L;1.4301;0.35;;-0.02;0.02;N17056;0;0.15;145;Slit;SKP/TL;N;0;AZ INTEC PRO s.r.o.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie; Lucie
304 / 304L;1.4307;0.35;;-0.025;0.025;N16400;-0.5;0;534;Slit;SKP/TL;N;Areco Industry AB;Multichannel Technologies AB;N;;;7681;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;;;Sophie ;Judith
304 / 304L;1.4307;0.35;;-0.025;0.025;N9720;-0.5;0;273;Slit;SKP/TL;N;Areco Industry AB;Multichannel Technologies AB;Y;;;0;0;0;0;6525;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;;;Sophie ;Judith
304 / 304L;1.4307;0.35;;-0.025;0.025;N9721;-0.5;0;533;Slit;SKP/TL;N;Areco Industry AB;Multichannel Technologies AB;N;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;;;;Sophie ;Judith
;1.4307;0.35;;;;;;;;;;;0;;;;;7681;4736;0;0;6525;12000;0;0;0;0;10000;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;
304 / 304L;1.4301;0.37;N13597;-0.02;0.02;N13597;-0.3;0;37;Slit;SKP/TL;N;Bernecker Rollforming & Tubes GmbH;Bernecker Rollforming & Tubes GmbH;Y;2R;;0;17823;0;16413;18182;18000;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;18;0;0;0;0;0;0;0;18.28;-0.28;;X;;;;Florian;Adrian
304 / 304L;1.4301;0.378;N9663A;-0.018;0.018;N0242A;-0.5;0.5;500;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;Y;;N11757A;0;0;0;7124;7572;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.378;;-0.018;0.018;N11527A;-0.15;0.15;333;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;N0242A;0;0;0;5043;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.378;;-0.018;0.018;N11757A;-0.3;0.3;375;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;N0242A;0;3738;6650;0;0;3750;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.378;;-0.018;0.018;N13865;-0.3;0.3;250;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;Y;;;5523;3010;2556;11312;0;7500;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.378;;-0.018;0.018;N7883A;-0.3;0.3;125;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;Y;;;0;0;0;2703;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.378;;-0.018;0.018;N9310A;-0.5;0.5;625;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;Y;;;6833;6374;38601;22812;0;0;7000;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;18;0;0;0;0;0;0;0;0;19.46;-1.46;x;;;;AST, Acerinox, Outokumpu;James;Sophia
304 / 304L;1.4301;0.378;;-0.018;0.018;N9663A;-0.5;0.5;750;Slit;TL;Y;Alfa Laval Technologies AB;Alfa Laval Technologies AB;N;;N0242A;31077;6990;22844;10964;0;7000;14000;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;18;0;0;18;0;0;0;0;-18;64.14;-28.14;x;;;;AST, Acerinox, Outokumpu;James;Sophia
;1.4301;0.378;;;;;;;;;;;0;;;;;43433;20112;70651;59958;7572;18250;21000;0;0;0;0;0;;;;;0;;;;;36;18;0;0;0;36;0;0;18;0;0;0;0;0;83.6;-29.6;;;;;;;
304 / 304L;1.4301;0.4;N5871;0;0.03;N5871;-0.2;0.8;550;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;;;;0;21146;61470;28380;2090;35000;0;0;0;0;0;0;;;;#REF!;0;;;;;18;18;;;;36;0;0;18;0;0;0;0;-18;56.42;-2.42;x;;X;;;Sophie ;Erika
304 / 304L;1.4301;0.4;;0;0.03;N5872;-0.2;0.8;750;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;;;;0;5095;0;39760;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;X;;;Sophie ;Erika
304 / 304L;1.4301;0.4;;0;0.03;N17757;-0.1;0.5;450;Slit;SKP;Y;Kelvion PHE II GmbH;Kelvion PHE II GmbH;;;;0;0;0;0;0;10000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie ;Erika
;1.4301;0.4;;;;;;;;;;;0;;;;;0;26241;61470;68140;2090;45000;0;0;0;0;0;0;;;;;0;;;;;36;18;0;0;0;36;0;0;18;0;0;0;0;0;56.42;-2.42;;;;;;;
304 / 304L;1.4301;0.4;N16633;-0.038;0;N0222A;0;0.15;37.4;Slit;SKP/TL;Y;0;ALSIMA D.O.O.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;x;;;;;Dejan;Judith
304 / 304L;1.4301;0.4;;-0.04;0;N13644;-0.05;0.15;22.5;Slit;SKP/TL;Y;0;E.G.O. Elektrikli Aletler Sanayi A.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;X;;;;;Dejan;Frank
304 / 304L;1.4301;0.4;;-0.05;0;N13871;0;0.5;383;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;0;0;0;968;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;;Dejan;Sophia
304 / 304L;1.4301;0.4;;-0.038;0;N16633;0;0.15;49.7;Slit;SKP/TL;Y;0;ALSIMA D.O.O.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;36;;;;144;0;0;108;0;0;0;54;-270;244;62;;;;;;Dejan;Judith
304 / 304L;1.4301;0.4;;-0.05;0;N3408;0;0.7;387;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;69676;67593;67844;61090;47585;35000;70000;35000;0;0;0;0;;;;#REF!;0;;;;;54;;;;;0;0;0;0;0;0;0;0;54;0;;;x;;;;Dejan;Sophia
304 / 304L;1.4301;0.4;;-0.05;0;N3409;0;0.5;176;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;6963;4253;4727;8192;5455;10000;0;10000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;;Dejan;Sophia
304 / 304L;1.4301;0.4;;-0.05;0;N3462;0;0.7;262;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;0;0;0;0;962;0;1000;0;0;0;0;0;;;;#REF!;0;;;;;0;54;;;;0;0;0;0;0;0;0;0;54;0;;;x;;;;Dejan;Sophia
304 / 304L;1.4301;0.4;;-0.05;0;N4777;0;0.7;425;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;77263;54281;55039;60527;49791;70000;70000;35000;0;0;0;0;;;;#REF!;0;;;;;36;;;54;;0;0;0;0;0;0;0;0;90;0;;;x;;;;Dejan;Sophia
304 / 304L;1.4301;0.4;;-0.05;0;N7007;0;0.5;240;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;22644;12764;14846;20084;10585;0;20000;14000;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;x;;;;Dejan;Sophia
304 / 304L;1.4301;0.4;;-0.05;0;N7060;0;0.7;402;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;14581;3027;6047;5745;3248;0;6000;6000;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;;Dejan;Sophia
304 / 304L;1.4301;0.4;;-0.05;0;N9155;0;0.7;295;Slit;SKP/TL;Y;MODINE HUNGARIA KFT;MODINE HUNGARIA KFT;Y;;;0;1988;0;0;0;2000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;;Dejan;Sophia
;1.4301;0.4;;;;;;;;;;;0;;;;;191127;143906;148503;156606;117626;117000;167000;100000;0;0;0;0;;;;;0;;;;;126;108;0;54;0;144;0;0;108;0;0;0;54;-18;244;62;;;;;;;
304 / 304L;1.4307;0.4;N16258;-0.04;0;N15205;0;2;1250;Slit;SKP/TL;Y;0;HEXONIC Sp. z o.o.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;X;;;;;Sophie ;Judith
304 / 304L;1.4307;0.4;;-0.04;0;N16258;-40;20;1270;Mill;SKP/TL;Y;Norder Band AG;Norder Band AG.;Y;;;19133;0;0;19235;0;20000;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;36;0;0;0;0;-18;39.33;-3.33;;X ;;X;EU;Sophie ;Margarita
;1.4307;0.4;;;;;;;;;;;0;;;;;19133;0;0;19235;0;20000;0;0;0;0;0;0;;;;;0;;;;;18;18;0;0;0;0;0;0;36;0;0;0;0;0;39.33;-3.33;;;;;;;
304 / 304L;1.4307;0.4;N0662;-0.03;0.01;N0662;-0.075;0.075;30.4;Slit;SKP/TL;N;0;NDB LOGISTICA;Y;;;13089;0;5799;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;-54;;;18;0;0;0;0;0;0;0;-54;19.8;-1.8;X;;;;AST;Sophie ;Judith
304 / 304L;1.4307;0.4;;-0.03;0.01;N0662;-0.075;0.075;30.4;Slit;SKP/TL;N;Zoppas Industries Romania S.R.L;Zoppas Industries Romania S.R.L;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;;;X;;;;AST;Sophie;Judith
304 / 304L;1.4307;0.4;;-0.03;0.01;N0663;-0.075;0.075;22.6;Slit;SKP/TL;N;0;NDB LOGISTICA;Y;;;10523;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;54;;;;;0;0;0;0;0;0;0;0;54;0;;X;;;;AST;Sophie ;Judith
304 / 304L;1.4307;0.4;;-0.03;0.01;N0663;-0.075;0.075;22.6;Slit;SKP/TL;N;Zoppas Industries Romania S.R.L;Zoppas Industries Romania S.R.L;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;AST;Sophie;Judith
304 / 304L;1.4307;0.4;;-0.034;0.01;N15511;-0.08;0.08;43.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;;;;;0;5000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;36;0;0;0;0;0;0;0;0;36;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.4;;-0.034;0.01;N16897;-0.08;0.08;49.9;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;5000;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
;1.4307;0.4;;;;;;;;;;;0;;;;;23612;0;5799;0;0;10000;0;0;0;0;0;0;;;;;0;;;;;72;0;-54;0;36;18;0;0;0;0;0;0;0;36;19.8;-1.8;;;;;;;
304 / 304L;1.4301;0.4;N15410;-0.03;0.02;N10223;-0.08;0.08;33.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.4;;-0.03;0.02;N10224;-0.08;0.08;23;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.4;;-0.03;0.02;N11481;-0.08;0.08;24.6;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.4;;-0.025;0.025;N1323;-0.05;0.05;22.5;Slit;SKP/TL;N;Backer OBR SP Z.O.O;Backer OBR Sp.z o.o.;Y;;;15335;48867;24384;40855;26770;35000;0;0;0;0;0;0;;;;#REF!;0;;;;;18;36;;;;0;0;0;0;0;0;0;0;54;0;;x;;X;;;Sophie;Erika
304 / 304L;1.4301;0.4;;-0.025;0.025;N1323;-0.05;0.05;22.5;Slit;SKP/TL;N;BACKER BHV AB;BACKER BHV AB;Y;;;0;0;0;3571;3354;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;X;;;Sophie;Erika
304 / 304L;1.4301;0.4;;-0.018;0.018;N15410;0;0.4;398;Slit;SKP/TL;N;Federal-Mogul Powertrain Italy;MR Transport;Y;;;14740;8895;8208;8843;6008;6008;13868;8000;8000;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;72;108;0;0;0;0;-180;171.84;8.16;X;;X;;;Michael;Manfred
304 / 304L;1.4301;0.4;;-0.03;0.03;N15695;0;0.3;138;Slit;SKP/TL;N;BRUGG Rohrsysteme GmbH;BRUGG Rohrsysteme GmbH;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Dejan;Pano
304 / 304L;1.4301;0.4;;-0.04;0.04;N16237;0;1.5;1000;Slit;SKP/TL;N;0;Tacke & Lindemann GmbH;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;EU;Dejan;Angela
304 / 304L;1.4301;0.4;;-0.025;0.025;N1641;-0.05;0.05;30.3;Slit;SKP/TL;N;BACKER BHV AB;BACKER BHV AB;Y;;;0;0;3340;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Sophie;Erika
304 / 304L;1.4301;0.4;;-0.025;0.025;N1641;-0.05;0.05;30.3;Slit;SKP/TL;N;Backer Elektro CZ a.s.;Backer Elektro CZ a.s.;Y;;;8952;2741;5681;0;0;4000;6000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;x;;;;;Sophie;Erika
304 / 304L;1.4301;0.4;;-0.025;0.025;N1641;-0.05;0.05;30.3;Slit;SKP/TL;N;Backer OBR SP Z.O.O;Backer OBR Sp.z o.o.;Y;;;8347;12779;17515;19702;9064;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;18;;;;0;0;0;0;0;0;0;0;36;0;;x;;X;;;Sophie;Erika
304 / 304L;1.4301;0.4;;-0.03;0.03;N16427;-0.25;0.25;233;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;x;;;EU;Dejan;Pano
304 / 304L;1.4301;0.4;;-0.03;0.03;N16428;-0.25;0.25;315;Slit;SKP/TL;Y;Funke Waermeaustauscher;Funke Waermeaustauscher;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;18;;;;0;0;0;0;0;0;0;0;18;0;;;x;;;EU;Dejan;Pano
304 / 304L;1.4301;0.4;;-0.025;0.025;N16683;-0.05;0.05;28.9;Slit;SKP/TL;N;Backer OBR SP Z.O.O;Backer OBR Sp.z o.o.;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;x;;X;;;Sophie;Erika
304 / 304L;1.4301;0.4;;-0.025;0.025;N1828;-0.05;0.05;30.3;Slit;SKP/TL;N;LOVAL OY;LOVAL OY;Y;;;0;5586;4998;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie ;Erika
304 / 304L;1.4301;0.4;;-0.025;0.025;N1942;-0.05;0.05;22.5;Slit;SKP/TL;N;LOVAL OY;LOVAL OY;Y;;;0;3001;0;0;4228;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;X;;;;;Sophie ;Erika
304 / 304L;1.4301;0.4;;-0.03;0.02;N7570;-0.08;0.08;37.3;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.4;;-0.03;0.02;N9968;-0.08;0.08;30.8;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.4;;-0.03;0.02;N9969;-0.08;0.08;29.3;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4301;0.4;;-0.03;0.02;N9970;-0.08;0.08;46.7;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;36;;;;0;0;0;0;0;0;0;0;36;0;;;X ;X;X;EU;James;Margarita
;1.4301;0.4;;;;;;;;;;;0;;;;;47374;81869;64126;72971;49424;45008;19868;8000;8000;0;0;0;;;;;0;;;;;72;108;0;0;0;0;0;72;108;0;0;0;0;0;171.84;8.16;;;;;;;
304 / 304L;1.4307;0.4;N14486;-0.02;0.02;N14486;-40;20;1270;Mill;SKP/TL;N;Norder Band AG;Norder Band AG.;Y;;;19400;16483;0;0;19241;0;20000;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;-18;0;0;36;0;0;0;0;0;-36;38.85;-2.85;;X;;X;EU;Sophie ;Margarita
304 / 304L;1.4307;0.4;;-0.04;0.04;N16205;0;1.5;1000;Slit;SKP/TL;N;0;Belman Production A/S;Y;;;0;0;0;0;0;0;0;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X;;;;Sophie ;Margarita
304 / 304L;1.4307;0.4;;-0.03;0.02;N16898;-0.08;0.08;37.3;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;14052;7066;3000;0;0;0;0;0;0;;;;#REF!;0;;;;;18;;;;;0;0;0;0;0;0;0;0;18;0;;;X ;X;X;EU;James;Margarita
304 / 304L;1.4307;0.4;;-0.03;0.02;N15579 TBA;;;1270;Slit;SKP/TL;N;CSM Tube Spa;CSM Tube Spa;Y;;;0;0;0;0;0;0;7000;0;0;0;0;0;;;;#REF!;0;;;;;0;;;;;0;0;0;0;0;0;0;0;0;0;;;X ;X;X;EU;James;Margarita
